Dataset:              'els-ii summer seasonal chem'
H,46.5,42.3,4.7,37.5,49.1,37.6,125.3,1.1409,27.7883,197.29,431,15,15,16,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.581,128.792,225.08,.,100,0.39,11.002,2,36031,0.012,30, , ,24.9,15,15,16,15,"22,23",30-Jul-86,1.135,0.544,0.999,.,5.03,7.14,7.13,7.38,8.13,7.92,7.34,3.4,3.6,.,3.4,5.3,6.4,2.9,3.8,2,613.9,613,21,0.0759,3.995,0.407,42.71,0.042,MMM,DRAINAGE,NI/O,0.286,7.313,VERSAR,1A3-001,43-51'30'N,43.8583,05-577,NATE POND,8.5,8.3,0.264,0.192548,-74.0917,74-05'30'W,UTICA,15' NEWCOMB,0.606,49.85,4,0.89,38.715,0,0,0.2241,3.615,1.18,47.7445,5.89,5.95,6.09,6.39,6.32,6.43,5.6,5.55,5.56,5.59,0.915,RAIN,CURRENT,3.7,REG/,LIGHT,0.517,3.8,20,0.508,0.635,A,2.9,N,2.8,2.7,4.98,H,6.53,135.955,1.99,224.6695,"A,P,W",NY,1A3,22.4,22.4,21,19.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13:00,15,19.6,18.5,20.2,18.5,0.6,12.82,13.90361446,E, ,109,115.4, ,LIGHT,6.719,6.719,3.2807,22.043
H,51.8,20,11.7,0,-19.3,8.3,14.1,.,.,.,431,5,5,5,4,1,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.681,33.982,72.23,.,150,.,.,1,36043,0,20, , ,14.5,2,0,0,2,"23,24",25-Jul-86,0.341,0.312,0.268,.,3.26,0.09,0.77,0.08,8.78,8.84,0.1,6.3,4.6,.,6.3,8.3,11,5.8,6.8,0,426.1,426,22,0.0189,0.995,17.378,0.539,0.054,MMM,SEEPAGE,NI/NO,0.201,5.14,PBS&J,1A3-028,43-20'10'N,43.3361,07-810,CURTIS LAKE,4,5.1,0.13,0.181019,-74.9611,74-57'40'W,UTICA,15' OHIO,0.143,11.763,32,0.09,3.915,0.001,0.055,0.0402,0.648,1.64,23.3118,4.3,4.3,4.77,4.76,4.82,4.82,5.08,4.52,4.84,5.22,0.857,NONE, ,7.5,REG/, ,.,5.5,25,0.635,0.889,A,3.7,N,3.6,3.5,0.074,E,2.83,58.921,2.71,54.7997,G 3Z P W,NY,1A3,24,23.6,23.2,21.5,17.9,14.2,9.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8:35,19,9.9,17.3,11.6,8.5,0.5,9,22.1372549,S,DR,36,112.9, ,LIGHT,6.719,6.719,1.8285,12.285
H,190.3,25.7,17.8,0,23.5,7.9,121.2,.,.,.,431,5,5,5,4,1,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.92,45.908,93.36,.,150,.,.,1,36043,0,40, , ,12.7,2,0,0,2,"23,24",25-Jul-86,5.755,0.657,4.206,.,2.85,0.09,0.77,0.08,8.78,8.84,0.1,6.3,4.6,.,6.3,8.3,11,5.8,6.8,2,426.1,426,122,0.0241,1.269,7.244,19.622,0.054,MMM,SEEPAGE,NI/NO,0.25,6.393,PBS&J,1A3-028,43-20'10'N,43.3361,07-810,CURTIS LAKE,4,5.1,0.13,0.181019,-74.9611,74-57'40'W,UTICA,15' OHIO,0.147,12.092,31,0.103,4.481,0.311,17.242,0.0826,1.332,1.64,22.6119,4.3,4.3,5.18,5.14,5.11,6.29,5.08,4.52,4.84,5.22,0.857,NONE, ,21.8,REG/, ,.,5.5,25,0.635,0.889,A,3.7,N,3.6,3.5,0.459,H,2.31,48.094,2.71,68.8732,A P W,NY,1A3,24,23.6,23.2,21.5,17.9,14.2,9.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8:35,19,9.9,17.3,11.6,8.5,3.8,9,22.1372549,S,DR,36,112.9, ,LIGHT,6.719,6.719,1.8285,12.285
H,26.3,12.8,6,2.9,80,6.8,232,1.2098,33.8102,161.15,431,13,13,13,13,12,12,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.484,123.952,194.96,.,250,0.312,8.802,2,36031,0.04,5,(X) MID METALIMNION WAS NOT WELL DEFINED. (AN OVERLAP WITH THE HYPOLIMNION.); LAKE ID INCORRECT - SHOULD BE 1A3-040 DJC, ,22.4,11,.,12,10,"22,24",31-Jul-86,1.03,0.851,0.82,.,2.38,11.29,.,9.42,8.42,8.38,10.16,6,.,.,6,8.2,9.8,5.5,6.7,0,565.7,566,5,0.0495,2.606,0.145,51.084,0.042,MMM,DRAINAGE,NI/O,0.165,4.219,VERSAR,1A3-040,43-56'00'N,43.9333,05-673,ZACK POND,35.9,37.3,1.266,1.74127,-74.1833,74-11'00'W,UTICA,15' NEWCOMB,0.431,35.454,0,0.717,31.19,0,0,0.0409,0.66,1.18,23.1456,6.46,6.53,6.52,6.84,6.77,6.9,6.13,.,6.48,5.63,0.916,NONE, ,0.4,REG/, ,1.497,0.9,20,0.508,0.635,A,6.5,N,6.5,6.4,0.64,E,4.705,97.958,1.99,194.8142,"G,P,W,3Z",NY,1A3,22.6,22.5,22.5,22.3,20.9,19.3,17.2,14.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13:38,20,18,.,19.4,16.2,0.2,5.63,6.8230563,N,DR,202,254.5, ,LIGHT,6.719,6.719,3.2807,22.043
H,27,20.5,0.9,2.5,76.6,19.6,17.7,1.185,30.0269,162.31,431,13,13,13,13,12,12,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.431,121.307,192.33,.,250,0.358,10.099,2,36031,0.039,10,(X) MID METALIMNION WAS NOT WELL DEFINED. (AN OVERLAP WITH THE HYPOLIMNION.); LAKE ID INCORRECT - SHOULD BE 1A3-040 DJC, ,22.2,11,.,12,10,"22,24",31-Jul-86,0.894,0.829,0.808,.,2.36,11.29,.,9.42,8.42,8.38,10.16,6,.,.,6,8.2,9.8,5.5,6.7,2,565.7,566,6,0.0495,2.606,0.145,50.336,0.042,MMM,DRAINAGE,NI/O,0.158,4.04,VERSAR,1A3-040,43-56'00'N,43.9333,05-673,ZACK POND,35.9,37.3,1.266,1.74127,-74.1833,74-11'00'W,UTICA,15' NEWCOMB,0.435,35.783,0,0.714,31.059,0,0,0.0141,0.227,1.18,22.9511,6.46,6.53,6.45,6.84,6.78,7,6.13,.,6.48,5.63,0.916,NONE, ,2.7,REG/, ,1.497,0.9,20,0.508,0.635,A,6.5,N,6.5,6.4,0.463,H,4.755,98.999,1.99,192.1891,"A,P,W",NY,1A3,22.6,22.5,22.5,22.3,20.9,19.3,17.2,14.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13:38,20,18,.,19.4,16.2,0.4,5.63,6.8230563,N,DR,202,254.5, ,LIGHT,6.719,6.719,3.2807,22.043
H,49.8,37.2,35.6,19.1,32.6,1.6,50.4,1.1061,16.604,156.51,431,11,11,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.353,117.415,173.11,.,100,0.233,6.573,2,36031,0.005,25,(X) MID. MET. PROFILE SAME AS MID. HYP., ,21,11,11,11,11,"22,23",30-Jul-86,1.215,0.45,1.087,.,4.26,7.72,7.72,7.31,7.61,7.64,7.69,1.8,1.8,.,1.8,3.8,3.8,1.2,2.3,0,502.9,499,44,0.0619,3.258,0.759,32.742,0.042,MMM,DRAINAGE,I/O,0.062,1.585,VERSAR,1A3-042,43-52'40'N,43.8778,05-672,CHENEY POND,7.3,7,0.081,0.077351,-74.1625,74-09'45'W,UTICA,15' NEWCOMB,0.326,26.817,10,0.61,26.535,0,0,0.0349,0.563,1.18,39.5492,5.58,5.48,5.81,6.12,6.05,6.26,5.37,5.37,5.34,5.34,0.915,RAIN,PREV,8.7,REG/,LIGHT,0.106,15.7,20,0.508,0.762,A,2.5,N,2.4,2.3,2.602,E,5.445,113.365,1.99,172.3518,"G,P,W,3Z",NY,1A3,23.2,22.5,20.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:30,17,22,22,22.6,20.7,0.7,21.64,22.72857143,SW, ,158,159.1, ,LIGHT,6.719,6.719,3.2807,22.043
H,74,63.6,54.5,40.4,36.5,9.1,100.4,1.1491,22.9517,153.96,431,11,11,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.414,120.459,176.92,.,100,0.247,6.968,2,36031,0.004,25,(X) MID. MET. PROFILE SAME AS MID. HYP., ,21.8,11,11,11,11,"22,23",30-Jul-86,1.796,0.464,1.312,.,4.22,7.72,7.72,7.31,7.61,7.64,7.69,1.8,1.8,.,1.8,3.8,3.8,1.2,2.3,2,502.9,499,64,0.0695,3.658,1.023,32.322,0.042,MMM,DRAINAGE,I/O,0.067,1.713,VERSAR,1A3-042,43-52'40'N,43.8778,05-672,CHENEY POND,7.3,7,0.081,0.077351,-74.1625,74-09'45'W,UTICA,15' NEWCOMB,0.324,26.652,12,0.621,27.014,0.001,0.055,0.0349,0.563,1.18,38.6605,5.58,5.48,5.86,5.99,5.91,6.22,5.37,5.37,5.34,5.34,0.915,RAIN,PREV,7.6,REG/,LIGHT,0.106,15.7,20,0.508,0.762,A,2.5,N,2.4,2.3,2.947,H,5.305,110.45,1.99,175.8375,"A,P,W",NY,1A3,23.2,22.5,20.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:30,17,22,22,22.6,20.7,0.9,21.64,22.72857143,SW, ,158,159.1, ,LIGHT,6.719,6.719,3.2807,22.043
H,87.7,27.9,27.7,7.9,233.1,0.2,91.1,.,.,.,431,47,46,46,44,41,36,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.113,305.039,526.89,.,100,.,.,3,36041,0.116,80,RECEIVED FORMS 29JUL86 DJC; (Y) FIELD QC PERFORMED IN HOTEL ROOM, ,56.9,40,45,37,51,"22,23",27-Jul-86,3.913,3.404,3.752,.,8.39,0.1,5.03,0.1,7.68,7.18,0.11,6.4,2,.,6.4,8.5,8.5,5.3,7,0,496.8,492,121,0.0823,4.332,0.204,211.784,0.042,MMM,DRAINAGE,I/O,0.191,4.884,PBS&J,1A3-043,43-49'10'N,43.8194,05-658,UNKNOWN POND,13.9,13.9,0.297,0.395058,-74.2833,74-17'00'W,UTICA,15' BLUE MOUNTAIN,0.669,55.032,3,3.718,161.733,0,0,0.0654,1.055,1.19,81.0537,6.56,6.22,6.47,6.69,6.63,7.4,6.01,6.2,5.9,6.15,0.914,NONE, ,16.5,REG/, ,0.097,9.4,25,0.635,0.762,A,2.9,N,2.8,2.6,4.573,E,3.424,71.288,2.01,526.6875,"G PW,3Z",NY,1A3,23.4,20.1,16.3,13.4,9.2,7.7,6.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:24,20,6.5,18,7.4,6.2,0.9,35.76,34.97841727, , ,497,486.2, ,NO WIND,6.719,6.719,7.3752,49.554
H,89.3,31.4,28.8,0,246.5,2.6,57.6,.,.,.,431,47,46,46,44,41,36,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.836,291.216,512.18,.,100,.,.,3,36041,0.077,40,RECEIVED FORMS 29JUL86 DJC; (Y) FIELD QC PERFORMED IN HOTEL ROOM, ,56.1,40,45,37,51,"22,23",27-Jul-86,7.181,3.84,5.338,.,4.37,0.1,5.03,0.1,7.68,7.18,0.11,6.4,2,.,6.4,8.5,8.5,5.3,7,2,496.8,492,174,0.0656,3.453,0.355,243.497,0.042,MMM,DRAINAGE,I/O,0.317,8.106,PBS&J,1A3-043,43-49'10'N,43.8194,05-658,UNKNOWN POND,13.9,13.9,0.297,0.395058,-74.2833,74-17'00'W,UTICA,15' BLUE MOUNTAIN,0.708,58.24,145,2.988,129.978,0.438,24.283,0.0322,0.519,1.19,41.6484,6.56,6.22,6.03,6.45,6.41,7.35,6.01,6.2,5.9,6.15,0.914,NONE, ,16.5,REG/, ,0.097,9.4,25,0.635,0.762,A,2.9,N,2.8,2.6,6.258,H,4.888,101.768,2.01,487.5402,A P W,NY,1A3,23.4,20.1,16.3,13.4,9.2,7.7,6.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:24,20,6.5,18,7.4,6.2,4.2,35.76,34.97841727, , ,497,486.2, ,NO WIND,6.719,6.719,7.3752,49.554
H,33.9,15,15,0,27.9,0,40.2,.,.,.,431,9,9,9,9,9,9,9,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.925,96.058,161.9,.,250,.,.,2,36041,0.005,10,RECEIVED FORMS 29JUL86; (Y) FIELD QC PERFORMED IN HOTEL ROOM, ,20.6,9,9,9,9,"22,23",27-Jul-86,0.49,0.789,0.862,.,2.87,5.63,6.86,5.17,8.19,8.07,2.2,7.3,6,.,7.3,9.3,13.1,6.8,7.8,0,563.9,602,10,0.0527,2.774,0.661,28.295,0.042,MMM,DRAINAGE,NI/O,0.209,5.344,PBS&J,1A3-046,43-38'15'N,43.6375,05-310,LONG POND,15.3,16,0.738,0.709301,-74.2889,74-17'20'W,UTICA,15' INDIAN LAKE,0.438,36.03,4,0.537,23.36,0.008,0.444,0.0594,0.958,1.22,26.7923,5.98,5.94,6.11,6.18,6.18,6.36,5.29,5.33,5.3,5.29,0.907,NONE, ,9.1,REG/, ,0.831,1.6,25,0.635,0.762,A,4.4,N,4.3,4.2,1.323,E,5.594,116.467,2.05,160.791,G P W,NY,1A3,23,23,22.9,21.8,20.6,19.3,13.8,10.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9:30,19,11.5,15.2,12.4,9.9,0.3,10.13,9.0625, ,M,155,145,ROCK OUTCROP,NO WIND,6.719,6.719,3.2807,22.043
H,64.6,26.3,24.6,9.4,34.5,1.7,77.8,.,.,.,431,9,9,9,9,9,9,9,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.122,105.888,176.64,.,250,.,.,2,36041,0.005,20,RECEIVED FORMS 29JUL86; (Y) FIELD QC PERFORMED IN HOTEL ROOM, ,22.2,9,9,9,9,"22,23",27-Jul-86,2.725,0.805,2.454,.,2.66,5.63,6.86,5.17,8.19,8.07,2.2,7.3,6,.,7.3,9.3,13.1,6.8,7.8,2,563.9,602,19,0.0476,2.506,1.259,52.021,0.042,MMM,DRAINAGE,NI/O,0.243,6.214,PBS&J,1A3-046,43-38'15'N,43.6375,05-310,LONG POND,15.3,16,0.738,0.709301,-74.2889,74-17'20'W,UTICA,15' INDIAN LAKE,0.473,38.909,38,0.559,24.317,0.001,0.055,0.044,0.71,1.22,24.1183,5.98,5.94,5.79,5.9,5.87,6.6,5.29,5.33,5.3,5.29,0.907,NONE, ,18.6,REG/, ,0.831,1.6,25,0.635,0.762,A,4.4,N,4.3,4.2,1.724,H,5.29,110.138,2.05,175.3268,A P W,NY,1A3,23,23,22.9,21.8,20.6,19.3,13.8,10.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9:30,19,11.5,15.2,12.4,9.9,0.6,10.13,9.0625, ,M,155,145,ROCK OUTCROP,NO WIND,6.719,6.719,3.2807,22.043
H,52.2,64.9,59.5,63.4,47.6,5.4,256.2,.,.,.,431,11,13,13,13,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.751,87.375,176.25,.,100,.,.,1,36043,0.006,25,(X) FIELD QC PERFORMED IN ROOM, ,22.1,15,12,14,16,"23,24",29-Jul-86,1.241,0.549,1.403,.,2.93,1.96,7.81,6.35,7.86,6.58,1.02,3.9,2.7,.,3.9,4.2,5.2,3.4,4.5,0,545.6,547,73,0.0829,4.364,0.759,42.261,0.047,MMM,DRAINAGE,NI/O,0.334,8.54,PBS&J,1A3-048,43-41'35'N,43.6931,04-706,GRASS POND,5.1,5,0.13,0.075112,-75.0611,75-03'40'W,UTICA,15' MC KEEVER,0.363,29.86,22,1.143,49.721,0,0,0.6316,10.188,1.38,27.2017,5.61,5.58,5.84,6.12,6.18,6.62,5.41,5.4,5.4,5.43,0.892,NONE, ,7.6,REG/, ,0.077,23.6,30,0.762,0.762,A,4.2,N,4.1,3.9,5.175,E,4.962,103.309,2.31,175.4962,"G,P,W,3Z",NY,1A3,24.4,23.9,19.5,16.5,14.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:24,22,14.6,18.4,17.2,14.7,0.5,44.71,46.44,SE, ,228,232.2, ,MODERATE,6.719,6.719,1.8285,12.285
H,134.7,139.4,130.1,142.6,63.7,9.3,221.8,.,.,.,431,11,13,13,13,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.177,108.632,205.23,.,100,.,.,1,36043,0.003,35,(X) FIELD QC PERFORMED IN ROOM, ,25.1,15,12,14,16,"23,24",29-Jul-86,2.986,0.87,2.033,.,4.09,1.96,7.81,6.35,7.86,6.58,1.02,3.9,2.7,.,3.9,4.2,5.2,3.4,4.5,2,545.6,547,116,0.0933,4.911,1.413,39.504,0.047,MMM,DRAINAGE,NI/O,0.346,8.847,PBS&J,1A3-048,43-41'35'N,43.6931,04-706,GRASS POND,5.1,5,0.13,0.075112,-75.0611,75-03'40'W,UTICA,15' MC KEEVER,0.403,33.151,50,1.066,46.371,0.123,6.819,0.8692,14.02,1.38,36.8558,5.61,5.58,5.65,5.85,6,6.59,5.41,5.4,5.4,5.43,0.892,NONE, ,7.6,REG/, ,0.077,23.6,30,0.762,0.762,A,4.2,N,4.1,3.9,6.418,H,5.127,106.744,2.31,197.0013,"A,P,W",NY,1A3,24.4,23.9,19.5,16.5,14.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11:24,22,14.6,18.4,17.2,14.7,0.5,44.71,46.44,SE, ,228,232.2, ,MODERATE,6.719,6.719,1.8285,12.285
D,48,18.7,16.3,4.8,117.7,2.4,99.3,.,.,.,431,23,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.271,163.223,283.55,.,150,.,.,3,36043,0.062,30, , ,32.7,.,.,.,.,"22,24",28-Jul-86,2.065,2.188,2.396,.,3.28,.,.,.,6.63,6.6,.,.,.,.,.,2.1,4.6,.,.,0,515.7,517,108,0.0972,5.117,0.234,129.09,0.047,MMM,DRAINAGE,I/O,0.42,10.739,PBS&J,1A3-063,43-41'44'N,43.6956, ,(NO NAME),16.1,15.6,0.224,0.197607,-75.005,75-00'18'W,UTICA,15' OLD FORGE / MC KEEVER,0.579,47.629,32,1.373,59.726,0.036,1.996,0.7844,12.652,1.36,31.5915,6.06,6.03,6.26,6.63,6.56,7.19,.,.,.,.,0.894,RAIN,PREV,10.4,REG/,MODERATE,0.001,1319.1,30,0.762,0.762,A,.,Y,2.1,.,4.473,E,5.081,105.786,2.28,281.3163,"G,P,W,3Z",NY,1A3,23.4,23.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9:15,22,.,.,.,.,0.8,1810.13,2192.576923, ,DR,29143,34204.2, ,NO WIND,6.719,6.719,7.3752,49.554
H,52.7,105.6,97.7,81.3,2,7.9,116.2,.,.,.,431,10,10,10,10,10,10,10,9,9,9,9,8,7,7,.,.,.,.,.,.,.,.,.,.,.,1.542,76.946,138.31,.,250,.,.,1,36041,0,10,(X) OLD FIS AT 27.5M COULD NOT BE FOUND, ,21.3,7,8,8,7,"23,24",25-Jul-86,0.384,0.254,0.358,.,1.7,5.85,7.57,7.52,8.85,8.63,4.39,14.7,11.5,.,14.7,18.8,18.3,12,17.3,0,615.1,615,25,0.0524,2.758,7.244,1.67,0.049,MMM,RESERVOIR,RES,0.239,6.111,PBS&J,1A3-065,43-30'54'N,43.515, ,SOUTH LAKE (EAST BRANCH),196,197.4,7.276,16.3016,-74.8922,74-53'32'W,UTICA,15' OLD FORGE,0.308,25.336,53,0.511,22.229,0.008,0.444,1.4074,22.701,1.45,13.4878,4.76,4.75,5.17,5.14,5.21,5.31,4.78,4.77,4.77,4.74,0.882,NONE, ,1.6,REG/, ,0.659,0.8,30,0.762,0.762,A,10,N,9.9,9.8,3.208,E,5.18,107.848,2.42,130.6216,G 3Z P W,NY,1A3,21.9,21.8,21.7,21.2,20.4,19.7,19.1,18.8,18.3,17.4,16.2,10,9,8.6,.,.,.,.,.,.,.,.,.,.,.,10:00,20,8.9,11.5,10,8.5,0.2,8.39,8.32674772,S,DR,1644,1643.7, ,LIGHT,6.719,6.719,1.8285,12.285
H,94,139.7,133.1,106.6,6.1,6.6,218.5,.,.,.,431,10,10,10,10,10,10,10,9,9,9,9,8,7,7,.,.,.,.,.,.,.,.,.,.,.,1.584,79.042,146.52,.,250,.,.,1,36041,0,15,(X) OLD FIS AT 27.5M COULD NOT BE FOUND, ,22,7,8,8,7,"23,24",25-Jul-86,2.176,0.131,1.817,.,1.82,5.85,7.57,7.52,8.85,8.63,4.39,14.7,11.5,.,14.7,18.8,18.3,12,17.3,2,615.1,615,33,0.0124,0.653,6.026,10.077,0.049,MMM,RESERVOIR,RES,0.282,7.211,PBS&J,1A3-065,43-30'54'N,43.515, ,SOUTH LAKE (EAST BRANCH),196,197.4,7.276,16.3016,-74.8922,74-53'32'W,UTICA,15' OLD FORGE,0.323,26.57,56,0.524,22.794,0.088,4.879,1.7274,27.863,1.45,14.7094,4.76,4.75,5.02,5.22,5.21,5.48,4.78,4.77,4.77,4.74,0.882,NONE, ,4.4,REG/, ,0.659,0.8,30,0.762,0.762,A,10,N,9.9,9.8,3.782,H,5.354,111.47,2.42,135.6163,A P W,NY,1A3,21.9,21.8,21.7,21.2,20.4,19.7,19.1,18.8,18.3,17.4,16.2,10,9,8.6,.,.,.,.,.,.,.,.,.,.,.,10:00,20,8.9,11.5,10,8.5,0.3,8.39,8.32674772,S,DR,1644,1643.7, ,LIGHT,6.719,6.719,1.8285,12.285
D,72.1,219.4,212.4,194.3,-24.6,7,243,0.7748,-44.7001,198.51,208,29,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.633,81.487,153.81,.,250,0.708,19.973,1,42113,0,5,(X) - FIELD QC NOT WITHIN SPECIFICATIONS., ,29.4,.,.,.,29,"10,11",7-Aug-86,0.25,0.049,0.253,.,0.86,.,.,.,7.85,7.75,7.71,.,.,1.9,.,3.4,4.3,.,1.9,2,690.7,.,15,0.038,2,19.953,0.444,0.049,HFH,DRAINAGE,NI/O,0.267,6.827,VERSAR,1B1-010,41-21'30'N,41.3583, ,GANOGA LAKE,31.7,32,0.353,0.566757,-76.3208,76-19'15'W,WILLIAMSPORT,7.5' RED ROCK,0.345,28.38,224,0.378,16.443,0.013,0.721,0.5329,8.596,1.19,6.0347,4.37,4.34,4.63,4.7,4.68,4.69,.,.,.,4.35,0.7,NONE, ,2.4,REG/, ,0.679,.,15,0.381,.,B,.,Y,3.4,.,0.528,BTM,8.045,167.497,1.87,133.1366,"A,P,W",PA,1B1,22.7,22.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10:15,23,.,.,.,22.6,0.3,5.3,5.3,SE,D,168,168, ,LIGHT,3.192,3.192,3.8488,12.285
D,71.2,219.1,214,227,-27.9,5.1,248,0.7976,-39.5591,195.48,208,29,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.628,81.237,155.92,.,250,0.718,20.255,1,42113,0,10,(X) - FIELD QC NOT WITHIN SPECIFICATIONS., ,29.2,.,.,.,29,"10,11",7-Aug-86,0.277,0.043,0.256,.,1.04,.,.,.,7.85,7.75,7.71,.,.,1.9,.,3.4,4.3,.,1.9,0,690.7,.,18,0.0396,2.085,20.893,0.43,0.049,HFH,DRAINAGE,NI/O,0.257,6.571,VERSAR,1B1-010,41-21'30'N,41.3583, ,GANOGA LAKE,31.7,32,0.353,0.566757,-76.3208,76-19'15'W,WILLIAMSPORT,7.5' RED ROCK,0.342,28.133,223,0.403,17.531,0.028,1.552,0.536,8.646,1.19,7.2508,4.37,4.34,4.74,4.68,4.68,4.74,.,.,.,4.35,0.7,NONE, ,2.9,REG/, ,0.679,.,15,0.381,.,B,.,Y,3.4,.,0.494,E,7.88,164.062,1.87,133.4721,"G,P,W,3Z",PA,1B1,22.7,22.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10:15,23,.,.,.,22.6,0.2,5.3,5.3,SE,D,168,168, ,LIGHT,3.192,3.192,3.8488,12.285
D,30.1,7.7,1.4,1.6,22.9,6.3,20.7,1.1181,30.4333,257.61,208,30,29,30,30,32,32,37,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.994,99.501,288.04,224,174,3.185,89.849,2,42103,0.003,25,LAKE SAMPLED WAS LOWER TWIN. HAS FREE FLOW BETWEEN LAKES.; SAI: COOLER TEMP ENTERED ON FORM AS '2.3(E)/5.2(H)', ,34,40,30,39,41,"14,17",3-Aug-86,0.557,0.282,0.551,53,3.62,0.04,1.99,0.03,7.9,7.76,0.08,7.8,4.9,.,7.8,9.6,10.4,7.4,8.1,0,409,.,36,0.0484,2.548,0.676,17.835,0.059,III,DRAINAGE,I/O,0.3,7.671,VERSAR,1B1-023,41-23'00'N,41.3833, ,TWIN LAKES (BRINK P),115,115,4.856,5.969809,-74.9042,74-54'15'W,SCRANTON,7.5' SHOHOLA,0.777,63.916,60,2.673,116.276,0,0,0.0237,0.382,1.61,33.7635,6.06,5.91,6.36,6.17,6.11,6.42,6.07,5.77,6.11,6.07,1.01,NONE,PREV,10.4,REG/, ,1.512,.,20,0.508,.,B,2.8,N,2.7,2.6,0.13,E,7.06,146.989,2.62,287.3631,"G,P,W,3Z",PA,1B1,24.3,23.2,22.9,22.8,20.8,18.5,15.9,14.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12:55,23,13.4,20.1,14.2,12.4,1.2,6.49,6.5,W,DR,746,746, ,LIGHT,3.192,3.192,6.9057,22.043
D,133.4,16.7,13.2,7,102.9,3.5,24.1,0.941,-20.0884,340.28,208,30,29,30,30,32,32,37,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.261,112.824,320.19,224,174,3.17,89.426,2,42103,0.014,50,LAKE SAMPLED WAS LOWER TWIN. HAS FREE FLOW BETWEEN LAKES.; SAI: COOLER TEMP ENTERED ON FORM AS '2.3(E)/5.2(H)', ,38.8,40,30,39,41,"14,17",3-Aug-86,5.324,1.145,4.189,53,2.99,0.04,1.99,0.03,7.9,7.76,0.08,7.8,4.9,.,7.8,9.6,10.4,7.4,8.1,2,409,.,384,0.0571,3.006,0.891,113.51,0.059,III,DRAINAGE,I/O,0.347,8.873,VERSAR,1B1-023,41-23'00'N,41.3833, ,TWIN LAKES (BRINK P),115,115,4.856,5.969809,-74.9042,74-54'15'W,SCRANTON,7.5' SHOHOLA,0.877,72.142,1275,2.828,123.018,0.044,2.439,0.0019,0.031,1.61,27.5671,6.06,5.91,5.8,6.05,6.01,6.69,6.07,5.77,6.11,6.07,1.01,NONE,PREV,23.7,REG/, ,1.512,.,20,0.508,.,B,2.8,N,2.7,2.6,2.54,H,6.45,134.289,2.62,316.8567,"A,P,W",PA,1B1,24.3,23.2,22.9,22.8,20.8,18.5,15.9,14.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12:55,23,13.4,20.1,14.2,12.4,6.7,6.49,6.5,W,DR,746,746, ,LIGHT,3.192,3.192,6.9057,22.043
