"","Name","ID","NROW"
"776","Passiflora caerulea",776,18460
"777","Pavonia cymbalaria",777,72
"778","Petunia axillaris",778,1036
"779","Solanum chacoense",779,2006
"780","Turnera pinnatifida",780,0
"781","Rapistrum rugosum",781,29287
"782","Bidens pilosa",782,32746
"783","Lathyrus nervosus",783,94
"784","Spilanthes stolonifera",784,0
"785","Canna glauca",785,611
"786","Colletia paradoxa",786,305
"787","Foeniculum vulgare",787,83587
"788","Melilotus officinalis",788,105831
"789","Rodophiala bifida",789,0
"790","Sonchus oleraceus",790,333014
"791","Eupatorium lanigerum",791,0
"792","Gnaphalium cheirantifolium",792,0
"793","Adesmia incana",793,96
"794","Arjona tuberosa",794,47
"795","Cleanthes brasiliensis",795,0
"796","Cytisus monspessulanus",796,0
"797","Picris echioides",797,0
"798","Chrysanthemum leucanthemum",798,0
"799","Valeriana polystachya",799,42
"800","Cypella herbertii",800,481
"801","Grindelia buphtalmoides",801,0
"802","Helianthemum brasiliense",802,0
"803","Commelina erecta",803,18481
"804","Apodanthera sagitifolia",804,0
"805","Calystegia sepium",805,356896
"806","Lapsana communis",806,422872
"807","Polygonum amphibium",807,0
"808","Apocynum cannabinum",808,26994
"809","Asclepias syriaca",809,70882
"810","Cephalanthus occidentalis",810,31745
"811","Eupatorium coelestinum",811,19
"812","Eupatorium purpureum",812,95
"813","Oxalis stricta",813,80650
"814","Rudbeckia hirta",814,30959
"815","Rudbeckia laciniata",815,22945
"816","Scrophularia marilandica",816,1985
"817","Solanum carolinense",817,30692
"818","Verbena hastata",818,18071
"819","Campsis radicans",819,24708
"820","Conium maculatum",820,74511
"821","Erysimum cheiranthoides",821,79969
"822","Helianthus decapetalus",822,1811
"823","Hibiscus laevis",823,3553
"824","Hypericum prolificum",824,1965
"825","Lindernia dubia",825,11847
"826","Lycopus rubellus",826,874
"827","Lysimachia nummularia",827,218220
"828","Polymnia uvedalia",828,0
"829","Verbena urticifolia",829,11891
"830","Verbesina alternifolia",830,16383
"831","Satchys tenuifolia",831,0
"832","Symphiotrichum lanceolatum",832,0
"833","Conyza bonariensis",833,0
"834","Cynara cardunculus",834,10318
"835","Sida flavescens",835,0
"836","Rubus ulmifolius",836,98380
"837","Cerastium mollissimum",837,118
"838","Convolvulus hermanniae",838,482
"839","Senecio pulcher",839,77
"840","Mimosa tandilensis",840,5
"841","Nothoscordum bonariense",841,62
"842","Phacelia secunda",842,794
"843","Senecio bustillosianus",843,15
"844","Stachys albi",844,0
"845","Adesmia conferta",845,26
"846","Astragalus curvicaulis",846,6
"847","Adesmia radicifolia",847,0
"848","Madia sativa",848,1948
"849","Adesmia brachy",849,0
"850","Sisyrinchium philippii",850,0
"851","Anarthrophyllum cumingii",851,14
"852","Schizanthus grahamii",852,245
"853","Lathyrus subandinus",853,66
"854","Sisyrinchium arenarium",854,151
"855","Scypanthus elegans",855,0
"856","Calandrinia uspallatensis",856,0
"857","Loasa heterophylla",857,8
"858","Mustisia subulata",858,0
"859","Senecio erucaeformis",859,0
"860","Chuquiraga oppositifolia",860,283
"861","Mustisia sinuata",861,0
"862","Calandrinia affinis",862,62
"863","Chaetanthera euphrasioides",863,38
"864","Quinchamalium chilensis",864,0
"865","Asteriscium aemocarpon",865,7
"866","Mulinum spinosum",866,0
"867","Nassauvia heterophylla",867,0
"868","Calceolaria montana",868,0
"869","Calceolaria arachnoidea",869,71
"870","Adesmia aconcaguensis",870,2
"871","Adesmia exilis",871,23
"872","Perezia carthamoides",872,95
"873","Lepidium suffruticosum",873,0
"874","Verbena scoparia",874,0
"875","Haplopappus sericeus",875,0
"876","Collomia biflora",876,276
"877","Alstroemeria pallida",877,84
"878","Adesmia montana",878,44
"879","Viviania marifolia",879,200
"880","Sisyrinchium junceum",880,1
"881","Sanicula graveolens",881,946
"882","Cerastium arvense",882,132197
"883","Senecio francisci",883,10
"884","Tropaeolum polyph",884,0
"885","Berberis empetrifolia",885,548
"886","Euphorbia portulacoides",886,265
